trade_id,date,action,price,shares,position_value,cash,pnl,pnl_pct,cum_pnl,cum_pnl_pct
80,2019-12-06 05:00:00+00:00,买入ORLY,29.7,70947,2107484.56,-,,,,
81,2019-12-10 05:00:00+00:00,卖出AZO,1250.0,1685,0.0,-,138994.06,6.6,4253963.15,4253.96
81,2019-12-10 05:00:00+00:00,卖出ORLY,29.46,71537,0.0,-,-17358.62,-0.82,4236604.53,4236.6
81,2019-12-10 05:00:00+00:00,买入TSLA,23.26,186472,4336604.56,0.0,,,,
82,2020-03-04 05:00:00+00:00,卖出TSLA,49.97,0,0.0,9317409.35,4980804.79,114.85,9217409.32,9217.41
82,2020-03-04 05:00:00+00:00,买入AZO,1058.24,4402,4658704.68,-,,,,
82,2020-03-04 05:00:00+00:00,买入ORLY,25.15,185261,4658704.68,-,,,,
83,2020-04-14 04:00:00+00:00,卖出AZO,977.14,4767,0.0,-,-357027.55,-7.66,8860381.77,8860.38
83,2020-04-14 04:00:00+00:00,卖出ORLY,23.76,196100,0.0,-,-257513.47,-5.53,8602868.3,8602.87
83,2020-04-14 04:00:00+00:00,买入TSLA,47.33,183891,8702868.33,0.0,,,,
84,2020-08-12 04:00:00+00:00,卖出TSLA,103.65,0,0.0,19060518.29,10357649.95,119.01,18960518.25,18960.52
84,2020-08-12 04:00:00+00:00,买入AZO,1188.37,8019,9530259.14,-,,,,
84,2020-08-12 04:00:00+00:00,买入ORLY,30.9,308415,9530259.14,-,,,,
85,2020-08-14 04:00:00+00:00,卖出AZO,1196.05,7968,0.0,-,61591.0,0.65,19022109.25,19022.11
85,2020-08-14 04:00:00+00:00,卖出ORLY,30.9,308389,0.0,-,822.38,0.01,19022931.63,19022.93
85,2020-08-14 04:00:00+00:00,买入TSLA,110.05,173770,19122931.67,0.0,,,,
86,2020-09-15 04:00:00+00:00,卖出TSLA,149.92,0,0.0,26051607.15,6928675.48,36.23,25951607.11,25951.61
86,2020-09-15 04:00:00+00:00,买入AZO,1242.95,10479,13025803.58,-,,,,
86,2020-09-15 04:00:00+00:00,买入ORLY,31.83,409264,13025803.58,-,,,,
87,2020-10-08 04:00:00+00:00,卖出AZO,1150.0,11326,0.0,-,-974092.16,-7.48,24977514.95,24977.51
